,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
36,2,1,0,1,0,1,0,0,5.0,2.0,313,2,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
37,1,0,1,0,0,0,1,0,9.0,3.0,164,2,0,0,-3.4,92.431,-26.9,0.722,5017.5,1
38,2,1,0,1,0,1,0,0,4.0,4.0,22,5,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
39,0,1,1,0,1,1,1,1,4.0,1.0,67,3,0,0,1.1,93.994,-36.4,4.857,5191.0,0
40,0,0,0,0,0,1,0,0,11.0,4.0,170,4,1,1,-3.0,92.713,-33.0,0.71,5023.5,1
41,1,0,1,0,0,0,0,0,7.0,3.0,318,1,1,4,-1.7,94.027,-38.3,0.904,4991.6,1
42,2,1,0,0,0,1,0,1,4.0,0.0,243,6,0,0,1.1,93.994,-36.4,4.858,5191.0,0
43,2,1,1,0,1,0,0,1,4.0,1.0,580,2,0,0,1.1,93.994,-36.4,4.857,5191.0,0
44,2,1,0,1,0,0,0,0,3.0,1.0,721,4,0,0,-1.8,93.075,-47.1,1.453,5099.1,1
45,2,0,0,0,0,1,0,0,4.0,3.0,99,2,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
46,2,1,0,0,0,0,1,0,6.0,4.0,667,1,0,0,-1.7,94.215,-40.3,0.79,4991.6,1
47,2,1,1,1,0,1,0,0,5.0,2.0,302,1,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
48,0,1,0,1,0,1,1,0,11.0,1.0,324,2,0,0,-3.0,92.713,-33.0,0.715,5023.5,1
49,0,1,0,1,0,0,0,1,5.0,0.0,670,3,0,0,1.4,94.465,-41.8,4.958,5228.1,1
50,2,1,0,0,0,1,1,1,5.0,4.0,613,1,0,0,1.4,94.465,-41.8,4.967,5228.1,0
51,2,0,0,0,0,0,0,0,11.0,3.0,412,2,0,0,-3.0,92.713,-33.0,0.712,5023.5,1
52,0,1,1,0,1,1,0,0,7.0,3.0,227,3,0,0,1.4,93.444,-36.1,4.963,5228.1,0
53,2,1,1,1,0,1,1,0,7.0,0.0,271,2,0,0,-2.9,92.201,-31.4,0.821,5076.2,1
54,2,1,0,1,0,1,1,0,4.0,4.0,1024,3,0,1,-1.8,92.893,-46.2,1.313,5099.1,1
55,2,1,0,1,0,1,0,0,6.0,3.0,873,8,0,0,1.4,93.918,-42.7,4.962,5228.1,1
56,0,1,1,0,1,0,0,1,5.0,3.0,162,2,0,0,1.4,94.465,-41.8,4.866,5228.1,0
57,2,1,1,0,0,1,0,0,10.0,3.0,305,2,0,0,-0.1,93.2,-42.0,4.076,5195.8,0
58,2,1,0,0,0,0,0,0,4.0,1.0,101,2,0,0,-1.8,92.893,-46.2,1.344,5099.1,0
59,2,1,0,0,0,1,1,0,4.0,4.0,102,7,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
60,2,1,0,0,0,1,1,0,7.0,1.0,559,2,0,0,1.4,93.444,-36.1,4.966,5228.1,1
61,1,0,1,0,1,0,0,1,4.0,2.0,1730,1,0,0,1.1,93.994,-36.4,4.857,5191.0,1
62,2,1,0,1,0,0,0,0,6.0,2.0,1290,4,0,0,1.4,93.918,-42.7,4.962,5228.1,1
63,0,1,1,0,0,1,0,0,6.0,2.0,1359,6,0,0,1.4,93.918,-42.7,4.963,5228.1,1
64,1,1,1,0,0,0,0,0,9.0,1.0,238,4,1,2,-1.1,94.601,-49.5,1.037,4963.6,1
65,2,1,1,1,0,1,0,0,3.0,3.0,652,2,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
66,0,1,1,1,0,0,0,0,7.0,1.0,208,1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
67,1,1,1,0,0,1,0,0,4.0,0.0,59,2,0,0,-1.8,92.893,-46.2,1.354,5099.1,0
68,0,1,1,0,0,1,1,0,10.0,0.0,449,2,1,3,-1.1,94.767,-50.8,1.05,4963.6,1
69,0,1,1,1,0,0,0,0,6.0,0.0,97,3,0,0,1.4,93.918,-42.7,4.962,5228.1,0
70,2,1,0,1,0,0,0,0,6.0,3.0,200,4,0,1,-1.7,94.215,-40.3,0.899,4991.6,1
71,0,1,1,0,0,0,0,0,7.0,2.0,394,1,0,0,-2.9,92.201,-31.4,0.884,5076.2,1
72,0,1,0,0,0,0,0,0,6.0,0.0,532,1,0,0,1.4,93.918,-42.7,4.96,5228.1,1
73,0,1,1,1,0,1,1,0,10.0,0.0,1024,1,1,1,-3.4,92.649,-30.1,0.722,5017.5,1
74,2,1,1,0,0,1,0,0,7.0,1.0,599,3,0,0,1.4,93.444,-36.1,4.963,5228.1,0
75,2,1,0,1,0,1,1,0,4.0,2.0,754,1,0,0,-1.8,92.893,-46.2,1.334,5099.1,1
76,0,1,0,0,0,1,0,1,4.0,2.0,132,1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
77,1,1,1,1,0,1,1,0,5.0,2.0,247,2,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
78,1,0,1,0,0,0,0,0,9.0,0.0,98,1,0,0,-3.4,92.431,-26.9,0.739,5017.5,1
79,0,1,0,0,0,1,0,0,4.0,4.0,326,5,0,2,-1.8,92.893,-46.2,1.25,5099.1,1
80,2,1,0,0,0,0,0,1,7.0,2.0,415,3,0,0,-2.9,92.201,-31.4,0.834,5076.2,1
81,0,1,0,1,0,1,0,0,5.0,0.0,737,6,0,0,-1.7,94.055,-39.8,0.754,4991.6,1
82,0,1,1,1,0,0,1,0,6.0,4.0,337,2,0,0,1.4,93.918,-42.7,4.962,5228.1,0
83,2,1,1,1,0,0,0,1,6.0,0.0,7,1,0,0,-1.7,94.215,-40.3,0.889,4991.6,0
84,2,1,0,0,0,1,0,0,6.0,1.0,286,1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
85,0,1,1,1,0,1,1,0,7.0,3.0,508,4,0,0,1.4,93.444,-36.1,4.963,5228.1,0
86,2,1,0,1,0,0,0,0,4.0,4.0,134,2,0,0,-1.8,92.893,-46.2,1.313,5099.1,0
87,2,1,0,1,0,1,0,0,6.0,1.0,722,2,0,0,1.4,93.918,-42.7,4.961,5228.1,1
88,2,1,0,1,0,0,0,0,3.0,1.0,107,3,0,0,-1.8,93.075,-47.1,1.423,5099.1,1
89,1,1,1,0,0,0,0,1,6.0,3.0,183,2,0,0,1.4,93.918,-42.7,4.966,5228.1,0
90,0,1,1,0,1,0,0,1,4.0,4.0,1500,2,0,0,1.1,93.994,-36.4,4.864,5191.0,1
91,1,0,1,0,0,0,0,0,3.0,1.0,356,2,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
92,0,1,0,0,0,1,0,0,4.0,4.0,501,2,0,0,-1.8,92.893,-46.2,1.313,5099.1,1
93,2,1,1,0,1,1,0,0,6.0,2.0,259,1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
94,0,1,0,1,0,1,0,0,3.0,3.0,335,1,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
95,2,1,0,1,0,0,0,0,10.0,3.0,169,1,1,2,-3.4,92.649,-30.1,0.714,5017.5,1
96,2,1,1,1,0,1,0,0,3.0,3.0,233,1,0,0,-1.8,93.075,-47.1,1.435,5099.1,1
97,2,1,1,0,0,1,0,0,11.0,3.0,105,1,1,3,-3.0,92.713,-33.0,0.707,5023.5,0
98,2,1,0,0,0,0,0,0,3.0,0.0,386,1,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
99,2,1,0,0,0,0,0,1,6.0,1.0,802,11,0,0,1.4,93.918,-42.7,4.961,5228.1,1
100,0,1,1,0,1,1,0,1,5.0,4.0,21,1,0,0,1.4,94.465,-41.8,4.959,5228.1,0
101,0,1,1,0,0,1,1,0,10.0,4.0,186,2,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
102,0,1,0,0,0,1,1,1,3.0,2.0,173,1,0,0,-1.8,93.749,-34.6,0.644,5008.7,1
103,2,1,0,1,0,1,1,0,8.0,1.0,194,1,0,0,-1.1,94.199,-37.5,0.877,4963.6,1
104,0,1,1,1,0,1,0,0,9.0,0.0,252,1,0,0,-1.1,94.601,-49.5,1.0,4963.6,1
105,0,1,1,0,0,0,0,0,4.0,0.0,966,1,0,0,-1.8,92.893,-46.2,1.299,5099.1,1
106,0,1,0,0,1,0,1,1,4.0,1.0,93,1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
107,2,1,0,0,0,1,0,0,4.0,3.0,888,3,0,0,-1.8,92.893,-46.2,1.266,5099.1,1
108,1,0,0,0,0,1,0,0,6.0,3.0,162,6,0,0,1.4,93.918,-42.7,4.963,5228.1,0
109,1,0,0,0,0,1,1,0,3.0,3.0,554,1,1,2,-1.8,93.749,-34.6,0.644,5008.7,1
110,2,1,1,1,0,1,0,0,3.0,4.0,104,3,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
111,2,0,0,0,0,1,0,1,5.0,1.0,801,1,0,0,1.4,94.465,-41.8,4.864,5228.1,1
112,0,1,0,0,0,1,0,0,3.0,0.0,247,1,0,1,-1.8,93.075,-47.1,1.466,5099.1,0
113,0,1,0,0,0,0,0,0,6.0,1.0,1317,4,0,0,1.4,93.918,-42.7,4.961,5228.1,1
114,0,1,1,0,1,0,0,1,4.0,2.0,154,3,0,0,1.1,93.994,-36.4,4.857,5191.0,0
115,2,1,1,1,0,0,0,0,6.0,3.0,1175,2,0,0,1.4,93.918,-42.7,4.958,5228.1,1
116,2,0,0,0,1,0,0,1,4.0,2.0,216,3,0,0,1.1,93.994,-36.4,4.856,5191.0,0
117,1,0,1,1,0,0,0,0,10.0,3.0,483,2,1,3,-1.1,94.767,-50.8,1.031,4963.6,1
118,0,1,0,0,0,1,1,0,7.0,2.0,192,3,0,0,1.4,93.444,-36.1,4.967,5228.1,0
119,0,1,1,0,1,1,0,0,6.0,3.0,82,1,0,0,1.4,93.918,-42.7,4.958,5228.1,0
120,2,1,0,1,0,1,0,0,6.0,2.0,210,5,0,0,-2.9,92.469,-33.6,1.029,5076.2,1
121,0,1,0,1,0,0,0,0,4.0,1.0,164,2,1,2,-1.8,93.876,-40.0,0.668,5008.7,1
122,2,0,0,0,0,1,1,0,3.0,2.0,82,1,0,0,-1.8,93.075,-47.1,1.415,5099.1,1
123,0,1,1,0,0,1,0,1,4.0,1.0,106,2,0,0,1.1,93.994,-36.4,4.857,5191.0,0
124,2,1,1,0,0,1,0,0,6.0,0.0,275,1,1,2,-1.7,94.215,-40.3,0.889,4991.6,1
125,1,1,0,0,1,0,0,0,7.0,2.0,71,1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
126,0,1,1,1,0,0,0,1,5.0,0.0,216,3,0,0,1.4,94.465,-41.8,4.958,5228.1,0
127,2,1,0,0,0,1,0,0,4.0,2.0,125,3,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
128,2,1,1,0,0,0,0,1,4.0,2.0,189,2,0,0,1.1,93.994,-36.4,4.858,5191.0,0
129,0,1,1,1,0,0,0,0,4.0,3.0,245,1,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
130,1,1,1,0,1,0,0,1,5.0,3.0,60,1,0,0,1.4,94.465,-41.8,4.866,5228.1,0
131,2,1,0,0,0,1,0,0,10.0,3.0,293,1,0,0,-0.1,93.2,-42.0,4.076,5195.8,0
132,1,1,0,1,1,1,0,1,4.0,4.0,390,1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
133,0,1,1,1,0,0,0,0,8.0,0.0,351,1,1,2,-3.4,92.379,-29.8,0.797,5017.5,1
134,2,1,0,0,0,0,0,0,5.0,3.0,352,2,0,1,-2.9,92.963,-40.8,1.26,5076.2,1
135,2,1,1,0,0,1,0,0,5.0,2.0,292,1,0,1,-1.7,94.055,-39.8,0.727,4991.6,1
136,2,0,0,1,0,0,0,0,10.0,3.0,227,3,1,2,-3.4,92.649,-30.1,0.714,5017.5,1
137,2,0,0,0,0,1,0,0,4.0,0.0,699,1,1,2,-1.8,93.876,-40.0,0.697,5008.7,1
138,0,1,1,1,0,1,0,0,4.0,4.0,1276,1,0,0,-1.8,92.893,-46.2,1.313,5099.1,1
139,2,1,0,1,0,1,1,0,3.0,2.0,1176,1,0,0,-1.8,93.075,-47.1,1.498,5099.1,1
140,1,1,0,1,0,1,0,0,8.0,3.0,1440,1,0,1,-1.1,94.199,-37.5,0.884,4963.6,1
141,2,1,1,0,0,0,0,0,6.0,1.0,245,1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
142,1,1,1,0,0,1,0,1,4.0,3.0,208,2,0,0,1.1,93.994,-36.4,4.86,5191.0,0
143,0,1,1,0,0,1,0,0,3.0,0.0,567,1,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
144,1,1,1,0,0,1,0,0,4.0,4.0,45,1,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
145,0,0,1,0,0,0,0,0,10.0,1.0,177,2,0,0,-0.1,93.2,-42.0,4.153,5195.8,0
146,0,1,1,1,0,1,0,0,5.0,2.0,262,2,1,1,-2.9,92.963,-40.8,1.26,5076.2,1
147,2,1,1,0,0,0,0,0,4.0,3.0,244,2,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
148,1,1,1,1,0,0,0,1,3.0,3.0,107,1,1,1,-1.8,93.075,-47.1,1.365,5099.1,0
149,1,1,1,0,0,1,0,0,4.0,0.0,193,1,0,1,-1.8,92.893,-46.2,1.354,5099.1,1
150,2,1,0,1,0,1,0,0,4.0,2.0,232,1,0,1,-1.8,93.876,-40.0,0.672,5008.7,1
151,2,1,0,0,0,1,0,0,6.0,1.0,1352,2,0,0,1.4,93.918,-42.7,4.961,5228.1,1
152,0,1,1,0,0,0,0,0,4.0,2.0,51,1,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
153,0,1,1,1,0,1,0,1,6.0,1.0,616,11,0,0,1.4,93.918,-42.7,4.961,5228.1,1
154,2,1,1,0,1,0,0,1,4.0,3.0,96,1,0,0,1.1,93.994,-36.4,4.855,5191.0,0
155,0,1,1,0,0,0,1,1,4.0,4.0,268,1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
156,2,1,0,0,0,0,0,1,4.0,2.0,220,1,0,0,1.1,93.994,-36.4,4.859,5191.0,0
157,2,1,1,0,0,0,0,0,4.0,4.0,322,1,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
158,0,1,1,0,0,1,0,1,4.0,2.0,281,1,0,0,1.1,93.994,-36.4,4.858,5191.0,0
159,0,1,1,1,0,1,0,0,6.0,3.0,138,2,1,2,-1.7,94.215,-40.3,0.884,4991.6,1
160,2,1,0,1,0,1,0,0,10.0,1.0,358,1,0,0,-3.4,92.649,-30.1,0.72,5017.5,1
161,0,1,0,0,0,1,0,0,4.0,1.0,703,4,0,0,-1.8,92.893,-46.2,1.291,5099.1,1
162,2,1,1,0,1,0,0,0,4.0,3.0,680,1,1,1,-1.8,92.893,-46.2,1.266,5099.1,1
163,1,1,0,1,0,1,0,0,7.0,2.0,150,3,0,0,1.4,93.444,-36.1,4.965,5228.1,0
164,1,0,1,0,0,1,0,1,9.0,4.0,369,2,0,1,-1.1,94.601,-49.5,0.972,4963.6,1
165,0,1,1,0,1,1,0,1,4.0,1.0,805,2,0,0,1.1,93.994,-36.4,4.856,5191.0,0
166,2,1,0,1,0,1,0,0,3.0,3.0,239,1,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
167,2,1,0,1,0,1,1,0,2.0,1.0,295,1,0,0,-1.8,93.369,-34.8,0.652,5008.7,1
168,0,1,1,1,0,0,1,0,4.0,1.0,266,1,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
169,0,0,1,1,0,0,0,1,4.0,3.0,189,1,0,0,1.1,93.994,-36.4,4.855,5191.0,0
170,2,1,1,0,1,0,0,0,10.0,0.0,415,1,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
171,1,0,1,0,0,1,0,0,5.0,0.0,257,1,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
172,1,0,1,0,1,1,0,0,3.0,4.0,314,2,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
173,0,0,1,0,0,1,0,0,10.0,2.0,640,1,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
174,0,1,1,0,0,0,0,1,5.0,3.0,677,1,0,0,1.4,94.465,-41.8,4.961,5228.1,0
175,1,1,1,1,0,0,0,0,4.0,4.0,203,2,0,0,-1.8,92.893,-46.2,1.313,5099.1,0
176,2,1,1,1,0,0,1,0,8.0,2.0,397,1,0,2,-1.1,94.199,-37.5,0.879,4963.6,1
177,0,1,0,0,0,0,0,1,4.0,3.0,180,2,0,0,1.1,93.994,-36.4,4.855,5191.0,0
178,1,0,1,0,1,1,0,0,6.0,2.0,81,1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
179,2,1,1,0,0,0,0,0,6.0,0.0,1342,2,0,0,1.4,93.918,-42.7,4.96,5228.1,1
180,2,1,1,1,0,1,0,0,5.0,1.0,712,1,1,2,-2.9,92.963,-40.8,1.262,5076.2,1
181,1,0,1,1,0,0,1,0,4.0,3.0,420,1,0,1,-1.8,93.876,-40.0,0.692,5008.7,1
182,0,1,0,0,0,0,0,0,4.0,4.0,262,3,0,0,-1.8,92.893,-46.2,1.313,5099.1,0
183,2,1,0,0,0,0,0,0,6.0,3.0,228,1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
184,0,1,0,1,0,0,1,0,10.0,1.0,187,1,0,0,-3.4,92.649,-30.1,0.72,5017.5,1
185,2,1,1,1,0,1,0,0,6.0,3.0,417,1,1,3,-1.7,94.215,-40.3,0.899,4991.6,1
186,0,1,0,0,1,0,0,1,4.0,1.0,83,1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
187,1,0,1,0,0,1,0,1,5.0,2.0,2093,1,0,0,1.4,94.465,-41.8,4.962,5228.1,1
188,0,1,1,0,0,1,0,1,9.0,3.0,41,1,0,0,-0.1,93.798,-40.4,4.921,5195.8,0
189,1,1,1,1,0,1,0,0,3.0,0.0,860,1,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
190,2,1,0,1,0,0,0,0,2.0,1.0,191,2,0,0,-1.8,93.369,-34.8,0.637,5008.7,1
191,2,1,0,0,0,0,0,1,5.0,2.0,297,3,0,0,1.4,94.465,-41.8,4.962,5228.1,0
192,0,1,1,0,0,0,0,1,5.0,0.0,940,1,0,0,1.4,94.465,-41.8,4.961,5228.1,1
193,2,1,0,1,0,1,0,0,6.0,1.0,82,3,0,0,1.4,93.918,-42.7,4.961,5228.1,0
194,0,1,1,1,0,1,0,1,4.0,1.0,254,1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
195,2,0,0,1,0,0,0,0,4.0,2.0,253,1,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
196,2,1,1,1,0,1,0,0,4.0,4.0,663,3,0,0,-1.8,93.876,-40.0,0.699,5008.7,1
197,1,0,1,1,0,1,0,0,6.0,1.0,178,1,1,2,-1.7,94.215,-40.3,0.835,4991.6,1
198,2,1,0,1,0,1,0,0,10.0,1.0,131,2,0,0,-0.1,93.2,-42.0,4.153,5195.8,0
199,2,0,0,0,0,0,0,0,4.0,2.0,389,1,1,2,-1.8,93.876,-40.0,0.672,5008.7,1
200,0,1,1,1,0,0,1,0,4.0,0.0,300,1,0,0,-1.8,92.893,-46.2,1.354,5099.1,1
201,0,1,1,1,0,0,0,0,7.0,4.0,106,3,0,0,1.4,93.444,-36.1,4.963,5228.1,0
202,2,1,0,0,0,1,0,1,4.0,4.0,167,4,0,0,1.1,93.994,-36.4,4.855,5191.0,0
203,0,1,0,1,0,1,0,0,6.0,2.0,1065,3,0,0,1.4,93.918,-42.7,4.963,5228.1,1
204,1,1,1,0,1,1,0,1,5.0,1.0,334,2,0,0,1.4,94.465,-41.8,4.961,5228.1,0
205,1,0,1,0,1,0,0,0,6.0,0.0,22,18,0,0,1.4,93.918,-42.7,4.962,5228.1,0
206,1,1,1,0,0,0,0,0,4.0,2.0,776,3,1,1,-1.8,92.893,-46.2,1.27,5099.1,1
207,0,1,0,1,0,1,0,1,9.0,1.0,898,7,1,2,-1.1,94.601,-49.5,1.008,4963.6,1
208,2,1,1,1,0,1,0,0,4.0,0.0,93,2,0,0,-1.8,92.893,-46.2,1.264,5099.1,0
209,2,1,1,1,0,0,1,0,11.0,0.0,367,2,0,1,-3.0,92.713,-33.0,0.709,5023.5,1
210,2,1,1,0,0,1,0,1,4.0,4.0,280,1,0,0,1.1,93.994,-36.4,4.855,5191.0,0
211,1,1,1,1,0,1,0,0,7.0,1.0,93,1,0,1,-2.9,92.201,-31.4,0.883,5076.2,0
212,2,1,0,1,0,0,0,0,5.0,3.0,144,1,0,0,-2.9,92.963,-40.8,1.26,5076.2,0
213,0,1,1,0,0,0,0,0,7.0,2.0,296,1,1,3,-1.7,94.027,-38.3,0.9,4991.6,1
214,0,1,0,1,0,0,0,1,5.0,1.0,270,1,0,0,-2.9,92.963,-40.8,1.262,5076.2,1
215,2,1,1,1,0,0,0,0,6.0,2.0,187,1,0,0,1.4,93.918,-42.7,4.963,5228.1,0
216,2,1,0,1,0,1,0,1,7.0,3.0,256,1,0,0,-2.9,92.201,-31.4,0.883,5076.2,1
217,2,1,0,1,0,1,0,0,10.0,3.0,239,2,0,0,-0.1,93.2,-42.0,4.076,5195.8,0
218,2,1,0,1,0,0,0,1,7.0,0.0,1087,1,1,1,-1.7,94.027,-38.3,0.904,4991.6,1
219,0,1,1,1,0,1,0,0,7.0,4.0,193,1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
220,2,1,1,1,0,0,0,0,7.0,4.0,147,1,0,0,1.4,93.444,-36.1,4.966,5228.1,0
221,2,1,1,0,0,0,0,1,5.0,1.0,157,5,0,0,1.4,94.465,-41.8,4.961,5228.1,0
222,2,1,0,1,0,0,0,0,10.0,4.0,549,2,0,0,-0.1,93.2,-42.0,4.021,5195.8,1
223,2,1,1,0,0,0,0,0,6.0,0.0,455,4,0,0,1.4,93.918,-42.7,4.96,5228.1,0
224,0,0,0,0,0,1,1,0,3.0,1.0,145,1,0,0,-1.8,93.075,-47.1,1.453,5099.1,0
225,0,1,1,0,1,0,0,1,5.0,1.0,201,1,0,0,1.4,94.465,-41.8,4.864,5228.1,0
226,0,1,1,0,1,0,0,1,4.0,0.0,882,1,0,0,1.1,93.994,-36.4,4.858,5191.0,1
227,0,1,1,0,0,0,0,1,5.0,4.0,693,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1
228,0,1,1,0,0,0,0,0,3.0,3.0,439,2,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
229,2,1,0,1,0,1,0,0,2.0,1.0,371,1,0,2,-1.8,93.369,-34.8,0.635,5008.7,0
230,0,1,1,1,0,0,0,0,9.0,2.0,135,1,0,0,-3.4,92.431,-26.9,0.735,5017.5,1
231,1,1,1,0,1,0,0,0,7.0,3.0,201,1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
232,2,0,0,0,0,0,0,0,6.0,3.0,64,3,0,0,-2.9,92.469,-33.6,0.927,5076.2,0
233,0,1,1,1,0,0,0,1,5.0,4.0,1023,3,0,0,1.4,94.465,-41.8,4.959,5228.1,1
234,0,1,1,0,0,1,0,0,3.0,4.0,612,1,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
