7903,0.98,0.02
34888,0.92,0.08
2106,1.0,0.0
27157,0.99,0.01
25319,0.98,0.02
14362,1.0,0.0
29823,0.22,0.78
30319,0.06,0.94
31911,0.48,0.52
2805,0.99,0.01
34954,0.93,0.07
6859,0.99,0.01
2353,0.99,0.01
15401,0.1,0.9
10424,1.0,0.0
28281,0.6,0.4
429,1.0,0.0
28824,0.75,0.25
39022,0.29,0.71
15877,0.09,0.91
234,0.99,0.01
5863,0.41,0.59
38719,0.17,0.83
29824,0.22,0.78
40117,0.02,0.98
10504,0.99,0.01
35531,0.91,0.09
16450,0.97,0.03
16006,1.0,0.0
30146,0.22,0.78
17531,0.08,0.92
21142,0.94,0.06
18895,0.99,0.01
978,1.0,0.0
3320,0.52,0.48
1201,0.93,0.07
28304,0.35,0.65
17471,0.97,0.03
35264,0.99,0.01
2019,0.99,0.01
6033,0.99,0.01
11033,0.98,0.02
15497,0.87,0.13
18430,0.98,0.02
16608,0.97,0.03
37702,0.11,0.89
25453,0.1,0.9
26175,0.33,0.67
31061,0.99,0.01
36598,0.24,0.76
36180,0.67,0.33
38277,0.16,0.84
24702,0.97,0.03
14896,0.98,0.02
31808,1.0,0.0
20411,0.98,0.02
19398,1.0,0.0
11634,0.99,0.01
6740,1.0,0.0
22112,0.9,0.1
32870,0.92,0.08
27807,0.07,0.93
6662,0.42,0.58
23395,0.98,0.02
6090,0.96,0.04
39394,0.07,0.93
38034,0.03,0.97
1335,1.0,0.0
8535,0.39,0.61
26200,0.99,0.01
21391,1.0,0.0
23125,0.94,0.06
30610,0.5,0.5
12525,1.0,0.0
1063,1.0,0.0
7465,0.97,0.03
28126,0.71,0.29
28705,0.61,0.39
34194,0.88,0.12
12488,1.0,0.0
2902,0.98,0.02
30803,0.05,0.95
22371,1.0,0.0
26831,0.99,0.01
15932,0.99,0.01
23441,0.99,0.01
12552,0.93,0.07
36960,0.01,0.99
17904,0.99,0.01
8948,0.09,0.91
32158,0.99,0.01
25787,0.14,0.86
39977,0.18,0.82
2333,0.99,0.01
15756,1.0,0.0
37600,0.67,0.33
2192,0.49,0.51
40617,0.07,0.93
21688,1.0,0.0
33356,0.99,0.01
5482,0.99,0.01
27468,0.19,0.81
6283,0.96,0.04
12799,0.98,0.02
13670,0.78,0.22
4954,0.99,0.01
24641,0.24,0.76
1776,0.99,0.01
8357,0.98,0.02
5525,0.24,0.76
32837,1.0,0.0
32866,0.98,0.02
19580,0.99,0.01
35395,0.28,0.72
293,1.0,0.0
33455,0.99,0.01
19682,0.47,0.53
24342,0.98,0.02
7425,0.96,0.04
13906,0.85,0.15
37139,0.53,0.47
37180,0.45,0.55
5530,0.97,0.03
20510,0.96,0.04
29777,0.78,0.22
7386,0.97,0.03
26612,0.99,0.01
8009,0.99,0.01
28563,0.33,0.67
3507,1.0,0.0
31239,0.98,0.02
26838,0.95,0.05
24935,1.0,0.0
13801,1.0,0.0
10225,1.0,0.0
26631,0.95,0.05
34139,0.81,0.19
14485,0.96,0.04
5906,1.0,0.0
33609,0.98,0.02
20060,0.98,0.02
17045,0.97,0.03
22079,1.0,0.0
35743,0.05,0.95
15696,1.0,0.0
9260,0.99,0.01
20476,0.82,0.18
35332,0.07,0.93
8422,1.0,0.0
38446,0.41,0.59
27869,0.07,0.93
36804,0.3,0.7
6702,0.97,0.03
39233,0.02,0.98
19241,1.0,0.0
11608,1.0,0.0
6081,0.99,0.01
1849,1.0,0.0
24466,0.98,0.02
23076,0.97,0.03
29728,0.4,0.6
3081,1.0,0.0
9479,1.0,0.0
1579,0.96,0.04
17151,0.99,0.01
24178,1.0,0.0
26493,0.97,0.03
36399,0.11,0.89
31951,0.85,0.15
14562,1.0,0.0
23429,0.98,0.02
2107,0.67,0.33
37956,0.34,0.66
2707,1.0,0.0
9469,0.55,0.45
5206,0.99,0.01
19431,0.8,0.2
16539,0.97,0.03
11804,0.97,0.03
22441,0.99,0.01
28804,0.5,0.5
9458,0.98,0.02
34325,0.74,0.26
36269,0.25,0.75
38510,0.53,0.47
16869,0.53,0.47
1859,1.0,0.0
3915,0.99,0.01
19451,0.98,0.02
22232,0.3,0.7
17657,0.98,0.02
592,1.0,0.0
16756,0.96,0.04
40503,0.83,0.17
22608,0.96,0.04
35582,0.77,0.23
28037,0.77,0.23
17386,0.98,0.02
19578,0.98,0.02
37681,0.15,0.85
6233,0.55,0.45
10970,0.98,0.02
38215,0.58,0.42
18421,1.0,0.0
18147,0.03,0.97
26278,1.0,0.0
21685,1.0,0.0
4167,0.44,0.56
35771,0.47,0.53
24206,1.0,0.0
1590,0.97,0.03
28391,0.54,0.46
4236,1.0,0.0
10480,0.99,0.01
37375,0.55,0.45
33457,0.94,0.06
34462,0.29,0.71
37612,0.48,0.52
3121,0.98,0.02
26438,0.98,0.02
26696,0.42,0.58
545,1.0,0.0
28325,0.75,0.25
40899,0.59,0.41
36545,0.11,0.89
8384,1.0,0.0
35927,0.54,0.46
36830,0.02,0.98
4899,0.4,0.6
36068,0.93,0.07
7525,0.98,0.02
39545,0.02,0.98
30748,1.0,0.0
5338,0.99,0.01
1558,1.0,0.0
35675,0.05,0.95
34541,0.93,0.07
16624,0.93,0.07
15156,0.47,0.53
35428,0.97,0.03
14334,1.0,0.0
24813,0.99,0.01
11492,0.02,0.98
18588,1.0,0.0
20652,0.99,0.01
23932,0.99,0.01
38195,0.15,0.85
9877,1.0,0.0
22576,0.97,0.03
5961,0.09,0.91
1107,0.98,0.02
24952,0.79,0.21
27847,0.67,0.33
26865,0.71,0.29
9804,1.0,0.0
19110,0.99,0.01
10658,0.12,0.88
29178,0.58,0.42
5365,1.0,0.0
23558,0.98,0.02
29441,0.81,0.19
31149,0.98,0.02
24133,0.99,0.01
19528,0.36,0.64
25399,1.0,0.0
10700,0.96,0.04
9062,0.99,0.01
2332,1.0,0.0
19021,0.99,0.01
33138,0.82,0.18
30323,0.05,0.95
18956,0.98,0.02
5916,1.0,0.0
36163,0.23,0.77
5220,0.93,0.07
20302,1.0,0.0
30246,0.09,0.91
6752,0.98,0.02
37674,0.19,0.81
39540,0.01,0.99
4342,0.99,0.01
26240,0.87,0.13
38974,0.05,0.95
21207,0.92,0.08
3172,0.99,0.01
369,0.98,0.02
39853,0.01,0.99
38607,0.46,0.54
36878,0.05,0.95
37691,0.28,0.72
18263,0.13,0.87
7137,0.3,0.7
36952,0.04,0.96
37484,0.32,0.68
40292,0.17,0.83
10236,0.99,0.01
40185,0.14,0.86
21786,1.0,0.0
786,0.96,0.04
8982,0.99,0.01
699,0.98,0.02
8543,0.97,0.03
13645,0.99,0.01
3385,0.51,0.49
21196,1.0,0.0
39383,0.01,0.99
32198,1.0,0.0
25070,0.39,0.61
1559,1.0,0.0
5119,0.99,0.01
15187,0.18,0.82
13146,0.99,0.01
24636,0.98,0.02
40844,0.05,0.95
7189,1.0,0.0
28324,0.37,0.63
18837,1.0,0.0
11358,1.0,0.0
10722,0.97,0.03
28310,0.52,0.48
16799,0.99,0.01
40536,0.9,0.1
1633,0.98,0.02
12386,0.99,0.01
37245,0.04,0.96
32348,0.05,0.95
25320,0.84,0.16
3123,0.99,0.01
36452,0.47,0.53
14559,0.99,0.01
21174,0.2,0.8
21565,0.98,0.02
13579,0.97,0.03
21333,0.96,0.04
33549,0.95,0.05
5897,1.0,0.0
12234,0.99,0.01
32738,0.93,0.07
13725,0.44,0.56
37353,0.14,0.86
18241,1.0,0.0
15073,1.0,0.0
19155,0.03,0.97
31931,0.99,0.01
3030,0.95,0.05
35329,0.95,0.05
3975,0.99,0.01
37660,0.14,0.86
23695,1.0,0.0
39730,0.0,1.0
17321,0.99,0.01
8415,0.98,0.02
9153,0.99,0.01
40334,0.12,0.88
14809,0.99,0.01
11447,1.0,0.0
19473,0.84,0.16
36745,0.28,0.72
17052,1.0,0.0
40382,0.0,1.0
14653,0.96,0.04
24684,0.98,0.02
24831,1.0,0.0
21977,1.0,0.0
28346,0.67,0.33
4,1.0,0.0
17764,1.0,0.0
29148,0.68,0.32
2916,0.84,0.16
9295,0.95,0.05
1621,1.0,0.0
34754,0.83,0.17
31347,0.96,0.04
32027,0.94,0.06
636,1.0,0.0
21032,0.74,0.26
8677,1.0,0.0
14978,0.99,0.01
40071,0.01,0.99
31696,0.97,0.03
14545,1.0,0.0
36670,0.04,0.96
1262,0.99,0.01
9040,0.98,0.02
24250,1.0,0.0
31162,0.91,0.09
25755,0.99,0.01
40246,0.05,0.95
3744,0.7,0.3
2480,1.0,0.0
21841,0.41,0.59
1439,0.98,0.02
1190,1.0,0.0
16941,0.13,0.87
37940,0.33,0.67
987,0.35,0.65
40812,0.13,0.87
29258,0.84,0.16
21269,0.94,0.06
16262,0.97,0.03
19171,0.5,0.5
35262,0.5,0.5
13407,0.99,0.01
21076,0.99,0.01
2435,1.0,0.0
3404,0.45,0.55
19518,0.26,0.74
8529,0.12,0.88
38148,0.16,0.84
18605,1.0,0.0
38286,0.02,0.98
20467,0.95,0.05
32910,0.89,0.11
23522,0.99,0.01
23527,0.98,0.02
32671,0.97,0.03
29752,0.84,0.16
20038,0.95,0.05
25090,0.98,0.02
33952,0.89,0.11
32625,0.93,0.07
23569,0.19,0.81
24692,1.0,0.0
23499,0.99,0.01
31391,0.93,0.07
6893,1.0,0.0
17993,0.98,0.02
4626,0.99,0.01
24431,0.97,0.03
33766,0.82,0.18
13995,0.96,0.04
13852,0.94,0.06
33329,0.92,0.08
37183,0.04,0.96
14181,1.0,0.0
25797,0.97,0.03
19927,0.98,0.02
712,1.0,0.0
321,0.99,0.01
34520,0.93,0.07
33954,0.39,0.61
5618,0.99,0.01
13783,1.0,0.0
40231,0.06,0.94
17542,0.98,0.02
8256,0.53,0.47
27319,1.0,0.0
29310,0.86,0.14
15849,0.84,0.16
5153,1.0,0.0
12946,0.93,0.07
31323,1.0,0.0
35253,0.87,0.13
33175,1.0,0.0
26150,1.0,0.0
18824,0.98,0.02
12913,0.98,0.02
3637,0.99,0.01
20878,0.98,0.02
14478,0.99,0.01
1287,1.0,0.0
19904,0.98,0.02
8234,0.98,0.02
15227,0.96,0.04
12820,1.0,0.0
1495,1.0,0.0
25628,1.0,0.0
34303,0.74,0.26
20046,0.54,0.46
35321,0.97,0.03
15438,0.97,0.03
33958,0.93,0.07
18880,0.98,0.02
32102,1.0,0.0
27466,0.86,0.14
1814,0.98,0.02
675,1.0,0.0
1081,0.99,0.01
14726,0.96,0.04
34152,0.98,0.02
30536,0.81,0.19
8087,0.96,0.04
13734,0.55,0.45
41181,0.12,0.88
1586,1.0,0.0
30758,0.86,0.14
28840,0.14,0.86
8432,0.98,0.02
15337,0.96,0.04
10997,1.0,0.0
28956,0.17,0.83
11016,0.26,0.74
30858,0.94,0.06
3934,1.0,0.0
14661,0.96,0.04
9135,0.96,0.04
39491,0.0,1.0
2416,1.0,0.0
21433,0.99,0.01
38476,0.07,0.93
24590,1.0,0.0
30202,0.08,0.92
19415,0.12,0.88
20140,0.98,0.02
36873,0.17,0.83
23218,0.95,0.05
14987,0.83,0.17
26459,0.99,0.01
38500,0.05,0.95
3299,0.35,0.65
4320,0.95,0.05
13596,0.98,0.02
20653,0.08,0.92
14350,1.0,0.0
13958,0.05,0.95
33973,0.94,0.06
21666,1.0,0.0
31179,0.29,0.71
538,0.99,0.01
3640,1.0,0.0
38905,0.07,0.93
35327,0.98,0.02
18610,0.99,0.01
36049,0.67,0.33
32305,0.98,0.02
23220,0.99,0.01
17405,0.98,0.02
24447,1.0,0.0
28983,0.93,0.07
11403,1.0,0.0
37981,0.44,0.56
39903,0.11,0.89
38201,0.4,0.6
19130,0.14,0.86
31828,0.5,0.5
31519,0.91,0.09
34494,0.94,0.06
29710,0.77,0.23
1464,0.93,0.07
37868,0.49,0.51
16220,0.98,0.02
12302,0.99,0.01
7678,0.99,0.01
7461,0.97,0.03
11874,0.98,0.02
35357,0.94,0.06
21434,1.0,0.0
544,1.0,0.0
29125,0.86,0.14
38625,0.17,0.83
11663,1.0,0.0
17796,1.0,0.0
16317,0.04,0.96
28952,0.9,0.1
34464,0.91,0.09
20715,0.2,0.8
33420,0.89,0.11
28204,0.15,0.85
11996,0.03,0.97
21574,0.99,0.01
9913,0.99,0.01
16223,1.0,0.0
26990,0.17,0.83
16659,0.23,0.77
40323,0.53,0.47
6514,0.99,0.01
18422,0.97,0.03
568,0.99,0.01
40676,0.1,0.9
509,0.99,0.01
3046,0.99,0.01
21703,0.94,0.06
27885,0.62,0.38
3776,1.0,0.0
30059,0.53,0.47
38279,0.26,0.74
29236,0.87,0.13
2516,1.0,0.0
33469,0.34,0.66
27619,0.88,0.12
29447,0.23,0.77
34103,0.99,0.01
39874,0.0,1.0
1009,0.99,0.01
10005,0.95,0.05
40716,0.05,0.95
38217,0.48,0.52
6628,0.98,0.02
7214,0.98,0.02
4394,1.0,0.0
34755,0.94,0.06
4086,0.39,0.61
38176,0.08,0.92
11870,0.96,0.04
23979,0.91,0.09
23301,0.97,0.03
8845,1.0,0.0
1749,1.0,0.0
11021,0.8,0.2
22850,0.9,0.1
37235,0.0,1.0
39833,0.01,0.99
27855,0.0,1.0
36173,0.83,0.17
32687,0.8,0.2
10187,0.97,0.03
12244,0.99,0.01
15158,0.99,0.01
36258,0.1,0.9
24640,0.33,0.67
33327,0.92,0.08
15540,0.93,0.07
20130,0.97,0.03
26668,0.98,0.02
8756,1.0,0.0
41171,0.66,0.34
37391,0.37,0.63
37018,0.68,0.32
33449,0.97,0.03
25277,1.0,0.0
35053,0.98,0.02
305,0.99,0.01
32610,0.98,0.02
1260,0.96,0.04
39634,0.32,0.68
7683,0.95,0.05
37945,0.01,0.99
17913,0.97,0.03
34357,0.93,0.07
13359,0.04,0.96
3120,1.0,0.0
13622,0.24,0.76
24098,0.27,0.73
14440,0.98,0.02
24422,1.0,0.0
11103,0.87,0.13
32144,0.84,0.16
39817,0.81,0.19
9305,0.98,0.02
1391,0.99,0.01
7926,1.0,0.0
13460,0.01,0.99
23455,0.78,0.22
5529,0.98,0.02
18473,1.0,0.0
25681,0.97,0.03
312,1.0,0.0
14074,0.13,0.87
1321,0.99,0.01
516,1.0,0.0
18001,0.86,0.14
10456,0.17,0.83
11728,1.0,0.0
14699,1.0,0.0
28728,0.53,0.47
23924,0.85,0.15
9268,0.96,0.04
12558,0.41,0.59
35308,0.72,0.28
39906,0.01,0.99
25553,0.97,0.03
38144,0.03,0.97
4914,0.89,0.11
35526,0.96,0.04
33949,0.81,0.19
26323,0.98,0.02
1446,0.94,0.06
11629,0.97,0.03
8276,0.28,0.72
2767,0.97,0.03
30395,0.07,0.93
32795,0.99,0.01
26953,1.0,0.0
33528,0.39,0.61
30148,0.0,1.0
3375,0.72,0.28
30429,0.05,0.95
34281,0.97,0.03
27301,0.82,0.18
15059,0.76,0.24
13733,0.22,0.78
6467,1.0,0.0
23264,1.0,0.0
1370,0.98,0.02
30248,0.06,0.94
7628,0.94,0.06
22110,0.98,0.02
16054,1.0,0.0
21226,0.15,0.85
20278,0.91,0.09
10851,0.98,0.02
29096,0.88,0.12
3785,0.91,0.09
31539,0.22,0.78
18523,0.82,0.18
33127,0.99,0.01
8088,0.94,0.06
18458,1.0,0.0
19724,1.0,0.0
8115,1.0,0.0
35016,0.22,0.78
14889,0.97,0.03
22625,0.98,0.02
11946,0.97,0.03
14307,0.99,0.01
9758,0.14,0.86
24472,1.0,0.0
31463,0.04,0.96
26164,0.99,0.01
40787,0.1,0.9
31506,0.46,0.54
31435,0.99,0.01
25180,1.0,0.0
17720,0.07,0.93
40017,0.01,0.99
25473,1.0,0.0
33714,0.84,0.16
17891,0.97,0.03
38781,0.15,0.85
28787,0.75,0.25
16585,0.35,0.65
36783,0.6,0.4
37434,0.66,0.34
40532,0.84,0.16
9789,1.0,0.0
26841,1.0,0.0
40879,0.14,0.86
23882,1.0,0.0
16410,0.96,0.04
35078,0.94,0.06
20954,0.99,0.01
21653,0.99,0.01
13282,0.99,0.01
28571,0.35,0.65
24916,0.96,0.04
22967,0.99,0.01
31886,0.99,0.01
26216,0.31,0.69
11411,0.99,0.01
3883,0.99,0.01
21349,0.79,0.21
33161,0.98,0.02
30164,0.87,0.13
6758,1.0,0.0
15647,1.0,0.0
27427,0.94,0.06
29471,0.86,0.14
5300,1.0,0.0
13433,1.0,0.0
4010,0.96,0.04
39027,0.12,0.88
40271,0.04,0.96
37663,0.09,0.91
12720,0.9,0.1
2236,0.97,0.03
29411,0.78,0.22
23672,0.97,0.03
18943,0.92,0.08
9131,1.0,0.0
36496,0.64,0.36
3778,0.98,0.02
8286,0.95,0.05
21449,0.99,0.01
6927,0.99,0.01
3447,1.0,0.0
20917,1.0,0.0
33661,0.95,0.05
31906,0.9,0.1
83,0.28,0.72
14481,1.0,0.0
16618,1.0,0.0
40728,0.01,0.99
7910,0.98,0.02
32391,0.02,0.98
18085,1.0,0.0
583,1.0,0.0
40538,0.96,0.04
17340,0.97,0.03
12861,0.03,0.97
4727,1.0,0.0
5248,0.98,0.02
19399,0.39,0.61
37048,0.57,0.43
15636,1.0,0.0
24955,0.88,0.12
12133,0.08,0.92
18844,0.99,0.01
7038,0.98,0.02
31635,1.0,0.0
37072,0.1,0.9
5011,0.99,0.01
37485,0.34,0.66
29244,0.62,0.38
15726,1.0,0.0
38067,0.12,0.88
29474,0.73,0.27
10937,0.56,0.44
40616,0.18,0.82
19884,1.0,0.0
40785,0.11,0.89
30154,0.05,0.95
20389,0.97,0.03
3148,0.83,0.17
21710,0.97,0.03
14051,0.99,0.01
33210,0.99,0.01
1180,1.0,0.0
26096,0.97,0.03
5632,0.99,0.01
27602,0.98,0.02
30277,0.08,0.92
14497,0.99,0.01
22697,0.98,0.02
25979,0.96,0.04
39504,0.0,1.0
33476,0.98,0.02
22921,0.88,0.12
24787,1.0,0.0
28339,0.75,0.25
7262,0.98,0.02
15812,0.99,0.01
13436,0.99,0.01
19637,0.91,0.09
26580,0.94,0.06
26253,0.99,0.01
17693,0.98,0.02
28813,0.52,0.48
3321,1.0,0.0
11891,1.0,0.0
19273,0.49,0.51
19555,1.0,0.0
2828,0.99,0.01
31485,0.04,0.96
11324,0.98,0.02
7760,0.14,0.86
23091,0.99,0.01
31717,0.99,0.01
7263,0.93,0.07
39604,0.13,0.87
15601,1.0,0.0
14162,0.99,0.01
20905,1.0,0.0
38036,0.42,0.58
2731,0.99,0.01
395,0.33,0.67
24313,1.0,0.0
40528,0.9,0.1
17871,0.15,0.85
38062,0.43,0.57
19266,0.99,0.01
15147,0.53,0.47
31333,0.99,0.01
11240,0.98,0.02
18551,0.62,0.38
24055,0.04,0.96
21043,0.43,0.57
16060,0.99,0.01
5694,1.0,0.0
8096,1.0,0.0
22870,0.96,0.04
4119,0.94,0.06
22721,0.99,0.01
34112,0.94,0.06
10108,0.96,0.04
33635,0.98,0.02
22628,0.95,0.05
13652,0.04,0.96
17819,0.99,0.01
20578,0.95,0.05
32653,0.99,0.01
38314,0.16,0.84
35436,0.99,0.01
28985,0.8,0.2
38803,0.1,0.9
1100,0.68,0.32
1846,0.4,0.6
31161,0.96,0.04
40707,0.9,0.1
23434,1.0,0.0
20547,0.99,0.01
39225,0.01,0.99
16284,0.98,0.02
9114,0.8,0.2
34005,0.79,0.21
12177,0.99,0.01
17586,0.99,0.01
12415,0.99,0.01
