,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
40,2,1,0,1,0,0,0,0,10.0,3.0,134,2,1,2,-3.4,92.649,-30.1,0.714,5017.5,1
41,2,0,0,0,0,0,0,0,9.0,1.0,113,1,0,0,-3.4,92.431,-26.9,0.728,5017.5,1
42,0,1,0,0,0,0,1,1,4.0,0.0,36,6,0,0,-1.8,92.893,-46.2,1.244,5099.1,0
43,0,1,0,0,1,0,1,1,10.0,0.0,14,1,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
44,2,1,1,1,0,1,0,0,9.0,1.0,435,1,0,0,-3.4,92.431,-26.9,0.742,5017.5,1
45,1,1,0,1,0,1,0,0,2.0,2.0,175,1,0,1,-1.8,93.369,-34.8,0.634,5008.7,1
46,1,1,0,1,0,0,0,1,4.0,1.0,313,1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
47,2,1,0,0,0,0,0,1,5.0,4.0,16,18,0,0,1.4,94.465,-41.8,4.959,5228.1,0
48,2,1,1,1,0,1,0,0,9.0,1.0,148,2,1,1,-3.4,92.431,-26.9,0.737,5017.5,1
49,2,0,0,0,0,1,0,0,4.0,0.0,59,2,0,0,-1.8,92.893,-46.2,1.244,5099.1,0
50,0,1,0,1,0,0,0,0,6.0,3.0,67,6,0,0,1.4,93.918,-42.7,4.968,5228.1,0
51,0,1,0,0,0,0,0,1,5.0,0.0,532,2,0,0,1.4,94.465,-41.8,4.865,5228.1,0
52,0,1,1,0,1,1,0,1,4.0,1.0,306,5,0,0,1.1,93.994,-36.4,4.857,5191.0,0
53,0,1,1,0,1,1,0,0,10.0,3.0,371,1,0,0,-0.1,93.2,-42.0,4.076,5195.8,0
54,0,1,0,0,0,1,0,1,4.0,1.0,182,6,0,0,1.1,93.994,-36.4,4.856,5191.0,0
55,0,1,0,1,0,0,0,0,6.0,1.0,815,4,0,0,1.4,93.918,-42.7,4.961,5228.1,1
56,2,1,0,1,0,0,0,0,7.0,2.0,823,1,0,0,1.4,93.444,-36.1,4.965,5228.1,1
57,2,1,0,0,0,1,0,0,10.0,2.0,456,2,0,0,-1.1,94.767,-50.8,1.044,4963.6,1
58,0,1,1,0,0,0,0,0,7.0,4.0,95,1,0,0,1.4,93.444,-36.1,4.966,5228.1,0
59,0,1,1,1,0,0,0,0,10.0,3.0,196,2,0,0,-0.1,93.2,-42.0,4.076,5195.8,0
60,2,1,0,1,0,1,1,0,4.0,4.0,1024,3,0,1,-1.8,92.893,-46.2,1.313,5099.1,1
61,1,1,1,0,0,1,0,1,7.0,0.0,575,2,0,0,1.4,93.444,-36.1,4.963,5228.1,0
62,0,1,1,0,0,1,0,0,4.0,3.0,160,1,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
63,2,1,1,0,0,1,0,0,6.0,2.0,2078,6,0,0,1.4,93.918,-42.7,4.963,5228.1,1
64,2,1,0,0,0,0,0,0,4.0,2.0,465,1,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
65,0,1,1,0,0,0,1,0,4.0,0.0,487,1,1,1,-1.8,92.893,-46.2,1.264,5099.1,1
66,1,1,1,0,1,0,1,1,4.0,1.0,78,2,0,0,1.1,93.994,-36.4,4.857,5191.0,0
67,2,1,0,0,0,0,0,0,4.0,2.0,343,2,0,0,-1.8,92.893,-46.2,1.334,5099.1,0
68,0,1,1,0,0,0,0,0,7.0,1.0,178,1,0,0,1.4,93.444,-36.1,4.963,5228.1,0
69,2,1,1,1,0,0,0,0,7.0,0.0,1238,1,0,0,1.4,93.444,-36.1,4.965,5228.1,1
70,0,1,1,0,0,1,0,0,4.0,3.0,93,4,0,2,-1.8,92.893,-46.2,1.327,5099.1,0
71,0,1,1,0,0,0,0,0,10.0,4.0,749,2,0,0,-0.1,93.2,-42.0,4.021,5195.8,1
72,2,1,0,0,0,0,0,1,4.0,3.0,107,2,0,0,1.1,93.994,-36.4,4.86,5191.0,0
73,1,1,1,1,1,0,0,0,10.0,4.0,110,2,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
74,1,1,0,1,0,0,0,0,5.0,2.0,705,1,0,1,-2.9,92.963,-40.8,1.26,5076.2,1
75,0,1,0,1,0,0,0,0,7.0,0.0,1013,3,0,0,-1.7,94.027,-38.3,0.898,4991.6,0
76,2,1,1,0,0,0,0,0,7.0,4.0,160,1,0,0,1.4,93.444,-36.1,4.964,5228.1,0
77,0,1,1,0,0,0,0,0,10.0,3.0,768,3,0,0,-0.1,93.2,-42.0,4.076,5195.8,1
78,0,1,1,0,0,1,1,0,7.0,2.0,18,4,0,0,1.4,93.444,-36.1,4.964,5228.1,0
79,1,1,1,0,0,0,0,0,5.0,3.0,592,3,0,1,-2.9,92.963,-40.8,1.26,5076.2,1
80,0,1,1,0,0,0,1,0,6.0,3.0,106,3,0,0,1.4,93.918,-42.7,4.968,5228.1,0
81,2,1,1,1,0,1,0,0,10.0,4.0,210,1,1,1,-3.4,92.649,-30.1,0.714,5017.5,1
82,2,1,1,0,0,1,0,1,4.0,0.0,161,3,0,0,1.1,93.994,-36.4,4.857,5191.0,0
83,1,1,1,1,0,0,0,0,6.0,0.0,798,2,0,0,1.4,93.918,-42.7,4.962,5228.1,1
84,0,1,0,0,0,1,1,0,7.0,3.0,231,2,1,2,-1.7,94.027,-38.3,0.904,4991.6,1
85,0,1,1,1,1,1,0,1,4.0,1.0,107,2,0,0,1.1,93.994,-36.4,4.857,5191.0,0
86,2,1,1,0,0,0,0,0,4.0,3.0,283,1,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
87,0,1,1,0,0,1,0,0,4.0,1.0,268,1,1,3,-1.8,93.876,-40.0,0.668,5008.7,1
88,0,1,1,0,0,1,0,0,4.0,1.0,149,1,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
89,2,1,0,0,0,0,0,0,7.0,0.0,366,2,0,0,-2.9,92.201,-31.4,0.861,5076.2,0
90,0,1,1,0,0,1,1,0,4.0,1.0,731,1,0,0,-1.8,92.893,-46.2,1.344,5099.1,1
91,2,1,0,0,0,1,0,1,4.0,2.0,199,1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
92,1,0,1,1,0,0,0,0,11.0,4.0,439,3,1,2,-3.0,92.713,-33.0,0.718,5023.5,1
93,2,1,1,1,0,1,0,0,2.0,0.0,517,1,0,0,-1.8,92.843,-50.0,1.52,5099.1,1
94,1,1,0,1,0,0,0,1,4.0,2.0,209,2,0,0,1.1,93.994,-36.4,4.857,5191.0,0
95,0,1,0,1,0,1,0,0,3.0,3.0,811,2,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
96,0,1,0,1,0,0,0,0,6.0,0.0,128,2,0,0,-1.7,94.215,-40.3,0.793,4991.6,1
97,0,1,0,1,0,1,0,0,3.0,3.0,335,1,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
98,1,1,1,1,0,1,0,0,4.0,0.0,1359,3,0,1,-1.8,92.893,-46.2,1.244,5099.1,1
99,0,1,0,0,0,1,1,0,3.0,3.0,449,1,1,1,-1.8,93.749,-34.6,0.659,5008.7,1
100,2,1,0,1,0,1,0,1,2.0,1.0,295,1,1,2,-1.8,93.369,-34.8,0.646,5008.7,1
101,1,1,1,0,0,1,0,0,7.0,4.0,8,6,0,0,1.4,93.444,-36.1,4.963,5228.1,0
102,0,1,1,0,0,0,0,1,9.0,4.0,227,1,0,0,-0.1,93.798,-40.4,4.76,5195.8,1
103,1,0,1,0,1,0,0,0,6.0,4.0,1330,3,0,0,1.4,93.918,-42.7,4.962,5228.1,1
104,2,1,1,1,0,0,0,0,7.0,3.0,361,1,0,0,-1.7,94.027,-38.3,0.899,4991.6,1
105,0,1,1,1,0,0,0,0,7.0,0.0,384,6,0,0,1.4,93.444,-36.1,4.963,5228.1,1
106,2,1,0,0,0,0,0,0,3.0,4.0,124,2,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
107,0,1,1,0,0,0,0,0,4.0,2.0,199,3,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
108,1,1,1,0,1,0,0,0,3.0,1.0,166,1,0,0,-1.8,93.749,-34.6,0.642,5008.7,0
109,2,1,1,1,0,0,1,0,7.0,4.0,370,2,0,0,1.4,93.444,-36.1,4.963,5228.1,0
110,0,1,1,0,0,1,0,0,4.0,4.0,114,7,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
111,2,1,0,1,0,1,1,0,2.0,4.0,166,2,0,0,-1.8,92.843,-50.0,1.531,5099.1,0
112,0,1,0,1,0,0,0,1,5.0,0.0,127,6,0,0,1.4,94.465,-41.8,4.865,5228.1,0
113,2,1,0,0,1,0,0,0,4.0,4.0,85,2,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
114,0,1,0,0,0,1,0,0,7.0,2.0,153,3,1,1,-1.7,94.027,-38.3,0.9,4991.6,1
115,1,1,1,0,0,1,1,0,8.0,1.0,91,1,1,1,-3.4,92.379,-29.8,0.77,5017.5,1
116,1,0,1,0,1,1,1,0,6.0,4.0,258,1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
117,1,0,1,0,0,1,0,0,7.0,4.0,166,1,0,0,1.4,93.444,-36.1,4.966,5228.1,0
118,2,1,0,0,0,0,0,0,7.0,3.0,151,1,1,1,-2.9,92.201,-31.4,0.851,5076.2,1
119,0,1,1,0,1,0,0,0,4.0,0.0,1232,2,0,0,-1.8,92.893,-46.2,1.299,5099.1,1
120,0,1,1,1,1,1,0,0,7.0,0.0,272,2,0,0,1.4,93.444,-36.1,4.965,5228.1,0
121,2,1,0,0,0,0,0,0,4.0,3.0,957,2,0,0,-1.8,92.893,-46.2,1.327,5099.1,1
122,2,1,0,0,0,1,0,0,3.0,2.0,416,1,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
123,2,1,0,1,0,0,1,1,4.0,1.0,305,2,0,0,1.1,93.994,-36.4,4.857,5191.0,0
124,1,1,1,1,0,0,1,1,4.0,1.0,209,1,1,2,-1.8,93.876,-40.0,0.668,5008.7,1
125,0,1,1,1,0,1,0,1,5.0,4.0,606,5,0,0,1.4,94.465,-41.8,4.967,5228.1,0
126,2,1,0,1,0,0,0,1,4.0,2.0,156,1,0,0,1.1,93.994,-36.4,4.857,5191.0,0
127,0,1,1,1,0,1,0,1,10.0,2.0,449,1,0,1,-0.1,93.2,-42.0,4.663,5195.8,0
128,1,1,1,0,1,0,0,0,6.0,1.0,320,1,0,0,1.4,93.918,-42.7,4.962,5228.1,0
129,0,1,0,1,0,1,0,1,5.0,4.0,2653,3,0,0,1.4,94.465,-41.8,4.967,5228.1,1
130,0,1,1,0,0,0,0,1,3.0,0.0,340,1,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
131,0,1,1,0,0,1,0,0,8.0,4.0,293,1,1,1,-3.4,92.379,-29.8,0.803,5017.5,1
132,0,1,1,0,0,1,0,1,11.0,4.0,12,1,0,0,-0.2,92.756,-45.9,3.563,5176.3,0
133,1,1,1,0,0,0,0,0,6.0,3.0,368,1,0,0,-1.7,94.215,-40.3,0.884,4991.6,1
134,2,1,1,1,0,1,1,0,5.0,1.0,384,1,0,0,-2.9,92.963,-40.8,1.262,5076.2,1
135,2,1,1,0,1,0,0,1,5.0,4.0,113,1,0,0,1.4,94.465,-41.8,4.967,5228.1,0
136,0,1,0,1,0,1,0,0,7.0,0.0,770,7,0,0,1.4,93.444,-36.1,4.965,5228.1,0
137,0,1,0,0,0,1,0,0,6.0,3.0,1150,4,0,0,1.4,93.918,-42.7,4.968,5228.1,1
138,0,1,1,1,0,0,1,1,4.0,1.0,118,1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
139,2,0,0,0,0,1,0,0,11.0,0.0,269,1,0,1,-3.0,92.713,-33.0,0.715,5023.5,0
140,2,1,1,1,0,0,1,0,11.0,0.0,367,2,0,1,-3.0,92.713,-33.0,0.709,5023.5,1
141,0,1,1,0,1,1,0,1,4.0,1.0,190,3,0,0,1.1,93.994,-36.4,4.857,5191.0,0
142,2,1,1,0,0,1,1,0,4.0,0.0,261,1,0,1,-1.8,92.893,-46.2,1.299,5099.1,0
143,1,1,1,1,0,1,0,0,3.0,1.0,324,1,0,0,-1.8,93.075,-47.1,1.423,5099.1,1
144,2,1,1,0,0,1,0,1,4.0,2.0,69,4,0,0,1.1,93.994,-36.4,4.858,5191.0,0
145,1,1,1,0,0,0,0,0,11.0,3.0,232,1,0,0,-3.0,92.713,-33.0,0.714,5023.5,1
146,2,1,1,0,0,1,0,0,4.0,3.0,233,1,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
147,2,1,1,1,0,1,0,1,4.0,1.0,119,1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
148,1,1,1,0,0,1,0,0,9.0,3.0,746,2,0,0,-3.4,92.431,-26.9,0.722,5017.5,1
149,2,0,0,1,0,1,0,0,2.0,1.0,180,1,1,1,-1.8,93.369,-34.8,0.646,5008.7,1
150,0,1,0,0,0,1,0,0,8.0,2.0,263,1,1,3,-1.1,94.199,-37.5,0.879,4963.6,1
151,0,0,1,1,1,0,0,1,5.0,0.0,198,1,0,0,-1.7,94.055,-39.8,0.754,4991.6,1
152,1,1,1,1,0,1,1,0,3.0,3.0,266,5,0,0,-1.8,93.075,-47.1,1.406,5099.1,1
153,0,1,1,1,0,1,0,0,10.0,4.0,252,4,0,0,-1.1,94.767,-50.8,1.04,4963.6,1
154,2,1,0,0,0,0,1,1,4.0,0.0,55,3,0,0,1.1,93.994,-36.4,4.858,5191.0,0
155,0,1,1,0,0,1,0,0,3.0,4.0,317,1,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
156,1,0,1,0,0,0,0,0,4.0,0.0,617,2,0,0,-1.8,92.893,-46.2,1.354,5099.1,1
157,0,1,1,1,0,0,0,1,4.0,2.0,57,2,0,0,1.1,93.994,-36.4,4.859,5191.0,0
158,1,1,0,1,0,0,0,0,6.0,1.0,114,1,0,0,1.4,93.918,-42.7,4.961,5228.1,0
159,2,1,0,0,0,1,1,0,3.0,3.0,460,1,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
160,0,1,0,1,0,0,1,0,4.0,2.0,1119,2,0,0,-1.8,92.893,-46.2,1.281,5099.1,1
161,0,1,0,1,0,0,0,1,10.0,2.0,623,1,0,0,-0.1,93.2,-42.0,4.12,5195.8,1
162,1,1,1,0,0,0,0,1,5.0,2.0,101,1,0,0,1.4,94.465,-41.8,4.962,5228.1,0
163,0,1,1,1,0,0,1,0,4.0,1.0,266,1,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
164,0,1,1,1,0,0,0,0,6.0,2.0,94,4,0,0,1.4,93.918,-42.7,4.963,5228.1,0
165,0,1,0,0,0,1,0,0,4.0,3.0,304,1,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
166,2,1,0,1,0,1,0,0,7.0,3.0,245,1,0,0,1.4,93.444,-36.1,4.962,5228.1,0
167,2,0,0,0,0,0,0,0,7.0,4.0,276,1,0,0,-2.9,92.201,-31.4,0.849,5076.2,1
168,0,1,0,0,1,1,0,1,4.0,2.0,591,1,0,0,1.1,93.994,-36.4,4.856,5191.0,1
169,0,1,0,0,0,1,0,0,3.0,2.0,165,1,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
170,2,1,0,0,0,1,0,0,6.0,0.0,114,2,0,0,1.4,93.918,-42.7,4.962,5228.1,0
171,0,1,0,1,1,1,0,0,7.0,1.0,971,1,0,0,1.4,93.444,-36.1,4.966,5228.1,1
172,2,1,0,1,0,1,0,0,6.0,3.0,560,1,0,0,1.4,93.918,-42.7,4.963,5228.1,1
173,2,1,1,0,1,1,0,0,6.0,4.0,50,4,0,0,1.4,93.918,-42.7,4.957,5228.1,0
174,2,1,1,1,0,1,0,1,4.0,4.0,28,18,0,0,1.1,93.994,-36.4,4.857,5191.0,0
175,1,1,1,1,0,1,0,1,7.0,1.0,97,1,0,0,-1.7,94.027,-38.3,0.904,4991.6,1
176,1,1,1,1,0,1,0,0,4.0,0.0,123,2,0,0,-1.8,92.893,-46.2,1.264,5099.1,0
177,1,1,0,1,0,0,0,0,10.0,2.0,287,3,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
178,2,1,1,0,0,1,1,0,4.0,4.0,165,1,0,0,-1.8,92.893,-46.2,1.313,5099.1,0
179,2,1,0,1,0,0,0,0,7.0,4.0,562,2,1,3,-1.7,94.027,-38.3,0.905,4991.6,1
180,2,1,0,0,0,0,0,0,4.0,1.0,300,1,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
181,1,0,1,0,0,1,0,0,10.0,4.0,481,2,0,0,-0.1,93.2,-42.0,4.021,5195.8,1
182,0,1,0,1,0,0,0,0,9.0,4.0,1106,2,0,0,-3.4,92.431,-26.9,0.743,5017.5,1
183,2,1,0,0,0,1,0,0,6.0,3.0,523,2,0,0,1.4,93.918,-42.7,4.962,5228.1,0
184,1,1,1,0,0,0,0,0,3.0,4.0,105,6,0,3,-1.8,93.075,-47.1,1.4,5099.1,0
185,1,1,1,0,0,1,0,1,5.0,3.0,178,1,0,0,1.4,94.465,-41.8,4.961,5228.1,0
186,1,0,1,0,0,1,0,0,7.0,3.0,1452,1,0,1,-2.9,92.201,-31.4,0.883,5076.2,1
187,2,1,0,0,0,0,0,1,5.0,4.0,422,6,0,0,1.4,94.465,-41.8,4.947,5228.1,1
188,0,1,0,0,0,0,0,1,6.0,3.0,494,4,0,3,-1.7,94.215,-40.3,0.782,4991.6,0
189,2,1,0,0,0,0,0,1,4.0,1.0,119,3,0,0,1.1,93.994,-36.4,4.856,5191.0,0
190,2,1,0,1,0,1,0,0,4.0,3.0,406,2,0,0,-1.8,92.893,-46.2,1.266,5099.1,1
191,2,1,1,1,0,1,0,0,7.0,4.0,258,3,0,0,1.4,93.444,-36.1,4.966,5228.1,0
192,0,1,1,1,0,1,0,0,5.0,0.0,339,1,0,0,-2.9,92.963,-40.8,1.266,5076.2,1
193,0,1,1,1,0,0,0,1,2.0,3.0,184,1,1,1,-1.8,93.369,-34.8,0.65,5008.7,0
194,2,1,0,1,0,0,0,0,6.0,0.0,120,3,0,0,1.4,93.918,-42.7,4.96,5228.1,0
195,0,1,0,1,0,0,1,0,10.0,1.0,187,1,0,0,-3.4,92.649,-30.1,0.72,5017.5,1
196,0,1,0,1,0,1,0,0,5.0,4.0,126,2,1,1,-2.9,92.963,-40.8,1.268,5076.2,1
197,2,1,0,1,0,0,0,1,7.0,3.0,57,1,0,0,-2.9,92.201,-31.4,0.873,5076.2,0
198,0,1,0,1,0,0,0,0,7.0,3.0,544,1,0,0,-1.7,94.027,-38.3,0.904,4991.6,1
199,2,1,1,0,0,1,0,0,4.0,0.0,508,3,0,2,-1.8,92.893,-46.2,1.299,5099.1,0
200,0,1,1,0,0,1,0,1,4.0,1.0,203,2,0,0,1.1,93.994,-36.4,4.857,5191.0,0
201,2,1,1,0,0,0,0,1,6.0,1.0,257,1,0,0,-2.9,92.469,-33.6,1.044,5076.2,1
202,0,1,0,0,0,1,0,1,4.0,3.0,347,4,0,0,1.1,93.994,-36.4,4.86,5191.0,0
203,0,1,1,0,1,0,0,1,4.0,4.0,291,4,0,0,1.1,93.994,-36.4,4.855,5191.0,0
204,1,1,1,1,0,0,0,0,7.0,0.0,1488,2,0,0,1.4,93.444,-36.1,4.97,5228.1,1
205,1,1,0,1,0,0,0,0,4.0,1.0,499,1,0,0,-1.8,92.893,-46.2,1.344,5099.1,1
206,2,1,0,0,0,0,1,1,4.0,1.0,259,2,0,0,1.1,93.994,-36.4,4.857,5191.0,0
207,2,1,1,0,1,1,0,1,4.0,2.0,502,1,0,0,1.1,93.994,-36.4,4.856,5191.0,0
208,2,1,1,0,0,0,0,0,10.0,4.0,588,2,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
209,2,1,1,1,1,1,0,1,4.0,2.0,154,2,0,0,1.1,93.994,-36.4,4.856,5191.0,0
210,2,1,0,1,0,0,0,0,6.0,1.0,769,4,0,0,1.4,93.918,-42.7,4.961,5228.1,1
211,0,1,1,0,0,0,0,1,4.0,1.0,121,2,0,0,1.1,93.994,-36.4,4.856,5191.0,0
212,2,1,1,0,0,1,0,1,6.0,1.0,479,9,0,0,1.4,93.918,-42.7,4.955,5228.1,1
213,1,1,1,0,0,0,0,0,2.0,0.0,92,2,1,1,-1.8,93.369,-34.8,0.635,5008.7,1
214,2,1,0,1,0,0,1,0,4.0,0.0,315,1,0,0,-1.8,92.893,-46.2,1.264,5099.1,1
215,0,1,1,1,0,0,0,1,6.0,0.0,1009,5,0,0,1.4,93.918,-42.7,4.962,5228.1,1
216,2,1,1,1,0,0,0,1,7.0,2.0,588,3,0,0,1.4,93.444,-36.1,4.964,5228.1,1
217,2,1,0,1,0,0,0,0,3.0,0.0,241,1,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
218,2,1,0,0,0,0,0,0,10.0,2.0,511,1,0,0,-0.1,93.2,-42.0,4.12,5195.8,1
219,1,0,1,0,0,0,1,0,9.0,3.0,164,2,0,0,-3.4,92.431,-26.9,0.722,5017.5,1
220,2,1,0,1,0,1,0,0,7.0,3.0,1871,2,0,0,1.4,93.444,-36.1,4.964,5228.1,0
221,1,1,1,0,0,1,0,0,10.0,1.0,54,1,0,0,-0.1,93.2,-42.0,4.153,5195.8,0
222,2,1,0,1,0,1,0,0,10.0,2.0,541,1,0,0,-3.4,92.649,-30.1,0.716,5017.5,1
223,2,1,0,0,0,1,0,0,6.0,2.0,603,1,0,0,-1.7,94.215,-40.3,0.84,4991.6,1
224,0,1,1,0,0,0,0,0,4.0,0.0,1063,5,0,0,-1.8,92.893,-46.2,1.354,5099.1,1
225,2,1,1,0,0,1,0,0,3.0,4.0,135,1,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
226,1,1,1,0,1,1,0,0,3.0,0.0,583,2,0,1,-1.8,93.075,-47.1,1.466,5099.1,1
227,1,1,1,0,0,0,0,0,6.0,3.0,73,4,0,0,1.4,93.918,-42.7,4.962,5228.1,0
228,1,0,1,0,0,1,0,0,4.0,3.0,128,1,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
229,2,1,1,0,1,0,0,0,6.0,2.0,727,3,0,0,1.4,93.918,-42.7,4.962,5228.1,1
230,2,1,0,0,0,1,0,1,6.0,2.0,272,2,0,0,1.4,93.918,-42.7,4.963,5228.1,0
231,1,1,1,0,1,1,1,0,7.0,2.0,1250,4,0,0,1.4,93.444,-36.1,4.967,5228.1,1
232,2,1,1,0,0,1,0,1,6.0,3.0,553,6,0,0,1.4,93.918,-42.7,4.962,5228.1,0
233,1,1,1,0,0,1,0,0,7.0,1.0,170,2,0,0,1.4,93.444,-36.1,4.965,5228.1,0
234,1,1,1,0,0,0,0,0,9.0,1.0,297,1,0,2,-3.4,92.431,-26.9,0.728,5017.5,1
